Crop,Temperature,Nitrogen,Phosphorus,Potassium,Humidity,pH_Value,Rainfall
Rice,21.84106875,70,36,42,80.72886384,6.946209881,202.3838319
Rice,20.08369642,76,47,42,83.29114712,5.739175027,263.6372176
Rice,24.45802087,99,41,36,82.74835604,6.738652179,182.5616319
Rice,21.14347496,99,54,37,80.33502926,5.594819626,198.6730942
Rice,25.78720567,86,59,35,82.11124033,6.946636369,243.5120414
Rice,23.64124821,69,46,41,80.28597873,5.012139669,263.1103304
Rice,23.43191632,91,56,37,80.56887849,6.363472208,269.5039162
Rice,24.97669518,61,52,41,83.891805,6.880431223,204.8001847
Rice,22.72791041,67,45,38,82.1706881,7.300410836,260.8875056
Rice,24.87300744,79,42,37,82.84022551,6.587918708,295.6094492
Rice,21.32376327,78,43,42,83.00320459,7.283736617,192.3197536
Rice,26.29465461,75,54,36,84.56919326,7.023936392,257.4914906
Rice,22.2286982,97,36,45,81.85872947,6.939083505,278.0791793
Rice,26.73072391,67,47,44,81.78596776,7.868474653,280.4044392
Rice,24.88921174,73,35,38,81.97927117,5.005306977,185.9461429
Rice,26.88444878,77,36,37,81.46033732,6.136131869,194.5766559
Rice,22.67846116,81,41,38,83.72874389,7.524080076,200.9133156
Rice,26.08867875,68,57,43,80.37979919,5.706943251,182.9043504
Rice,25.42977518,72,45,35,82.94682591,5.758506323,195.3574542
Rice,26.40323239,61,53,43,81.05635517,6.349606327,223.3671883
Rice,26.04371967,67,43,39,84.96907151,5.999969026,186.7536773
Rice,25.2827223,67,58,39,80.54372813,5.453592032,220.1156708
Rice,22.08576562,66,60,38,83.47038318,6.372576327,231.7364957
Rice,23.28617173,82,43,38,81.43321641,5.105588355,242.3170629
Rice,25.48591986,84,50,44,81.40633547,5.935344406,182.6549356
Rice,23.67575393,81,53,42,81.03569343,5.17782304,233.7034975
Rice,20.82477109,91,50,40,84.1341879,6.462391607,230.2242223
Rice,26.92995077,93,53,38,81.91411159,7.069172227,290.6793783
Rice,23.83509503,90,44,38,83.88387074,7.473134377,241.2013513
Rice,26.52872817,81,45,35,80.12267476,6.158376967,218.9163567
Rice,26.46428311,78,40,38,83.85642678,7.549873681,248.2256491
Rice,22.69657794,60,51,36,82.81088865,6.028321558,256.9964761
Rice,22.68319059,88,46,42,83.46358271,6.604993475,194.2651719
Rice,21.53346343,93,47,37,82.14004101,6.500343222,295.9248796
Rice,21.40865769,60,55,45,83.3293191,5.935745417,287.5766935
Rice,26.54348085,78,35,44,84.67353597,7.072655622,183.6222657
Rice,23.35905428,65,37,40,83.59512273,5.333322606,188.413665
Maize,22.61359953,71,54,16,63.69070564,5.749914421,87.75953857
Maize,26.10018422,61,44,17,71.57476937,6.931756558,102.2662445
Maize,23.55882094,80,43,16,71.59351368,6.657964753,66.71995467
Maize,19.97215954,73,58,21,57.68272924,6.596060648,60.65171481
Maize,18.47891261,61,38,20,62.69503871,5.970458434,65.43835393
Maize,21.77689322,68,41,16,57.80840636,6.158830619,102.0861694
Maize,25.6217169,93,41,17,66.50415474,6.047906679,105.4654703
Maize,25.19192419,89,60,19,66.6902901,5.913664501,78.06639649
Maize,20.41683147,76,44,17,62.5542482,5.855442401,65.27798457
Maize,24.92162194,67,60,25,66.78627406,5.750254943,109.2162279
Maize,23.31689124,70,44,19,73.4541537,5.852607099,94.29712821
Maize,24.84016732,90,49,21,68.3584573,6.472523287,74.05474936
Maize,22.27526694,62,52,16,58.84015925,6.967057762,63.87020584
Maize,18.87751445,92,44,16,65.76816093,6.082973754,94.76189431
Maize,25.19008683,66,54,21,60.2001687,5.919045532,72.12375573
Maize,18.25405352,63,58,22,55.28220433,6.204747653,63.72358154
Maize,24.6129118,70,47,17,70.4162444,6.600827017,104.1626147
Maize,25.1420613,61,41,17,65.26185135,6.021902237,76.68456006
Maize,23.09348056,66,53,19,60.1159381,6.033550195,65.49730729
Maize,18.05033737,74,55,19,62.89366992,6.28886807,84.23613484
Maize,24.9321581,77,57,21,73.80435276,6.550563823,79.74078719
Maize,18.14710054,99,50,15,71.09445342,5.573286437,88.07753741
Maize,18.28362235,74,56,22,66.65952796,6.829199275,80.97573281
Maize,18.83344471,83,45,21,58.75082029,5.716222912,79.7532896
Maize,25.71895816,100,48,16,67.22190688,5.54990242,74.51490791
Maize,25.33797709,79,51,16,68.49835977,6.586244581,96.46380213
Maize,23.89114571,94,39,18,57.48775781,5.893093135,102.8301942
Maize,21.53574127,75,49,15,71.50905983,5.918263801,102.4852929
Maize,23.08974909,78,48,22,63.10459626,5.588650585,70.43473609
Maize,25.61707368,87,54,20,63.4711755,6.576418207,108.8303762
Maize,21.44526922,87,35,25,63.1621551,6.178056304,65.88951188
Maize,18.51816776,63,43,19,55.53128131,6.641906353,90.988051
Maize,22.53510514,84,57,25,67.99257471,6.489040367,64.40866039
Maize,23.02038334,64,35,23,61.89472002,5.680361038,63.03843397
Maize,24.89364635,60,46,22,65.61418761,6.625404348,87.9298085
Maize,25.77175115,98,44,21,74.089114,6.524478032,107.4931917
Maize,19.39851734,75,56,18,62.35750641,5.696205468,60.95197486
Maize,21.54156232,86,55,21,59.64024162,6.803931519,109.7515385
Maize,23.79746068,98,35,18,74.82913698,6.252797548,91.76337172
Maize,18.9802729,76,57,18,74.52600826,6.092725883,94.26249353
Maize,24.10859207,99,56,17,73.13112261,6.234330356,71.07562236
Maize,24.7947077,60,44,23,70.04556743,5.722579819,76.72860067
Maize,21.63162756,74,48,17,60.27766379,6.430616465,69.21803098
Maize,25.37548751,89,60,17,57.21025565,5.983952675,101.7004306
Maize,22.21738222,69,51,23,72.85462807,6.80163854,106.6213157
Maize,20.58314011,96,46,22,69.00128641,6.499936446,66.29390357
Maize,24.87502824,61,60,15,68.74248334,6.265564338,91.26056654
Maize,20.03728219,74,58,18,56.35606753,6.727303282,109.024141
Maize,25.95263264,74,43,23,61.89082199,6.325235159,99.57981207
Maize,19.28889933,63,43,17,65.47050802,6.807487794,71.3195307
Maize,20.57981887,99,36,20,65.34583901,6.671085817,78.34604471
Maize,24.71417533,77,36,23,56.73426469,6.648725327,88.45361858
Maize,20.27317074,87,60,23,63.91281869,6.439071996,62.50351892
Maize,18.41932981,60,38,17,64.23580251,6.474476516,76.41312437
Maize,23.39128187,94,54,17,61.74427165,5.871647806,107.3198135
Maize,19.84939404,95,38,22,61.24500053,5.730617109,100.7689246
Maize,21.869274,84,44,21,61.91044947,5.850439831,107.2681929
Maize,22.8056033,77,58,19,56.50768935,5.791649933,101.5952794
Maize,19.0781471,66,44,20,69.02298571,6.740000688,80.72515943
Maize,22.02720976,63,35,16,65.35549924,6.272417541,83.73280082
Maize,23.80546189,79,45,20,59.24537979,5.715208817,89.9622014
Maize,18.52510753,72,60,25,69.0276233,5.773454729,88.10234397
Maize,23.50297882,67,51,24,61.32026065,5.584171461,64.77791424
Maize,26.54986394,86,36,24,72.89187265,5.787268394,73.33636055
Maize,19.29563411,76,48,18,69.63481219,5.77597783,83.21030571
Maize,20.68899915,75,53,18,59.4375337,6.864793607,103.651438
Maize,19.32666088,81,45,23,68.034493,6.192360003,84.22969177
Maize,24.60532218,73,45,21,73.58868502,6.636803223,96.59195302
Maize,22.27373646,71,35,24,59.52193158,5.826426917,67.96704792
Maize,25.70196694,96,54,22,61.33450447,6.960358276,83.20711308
Maize,19.20129357,99,39,18,68.30578978,6.11275104,87.85092352
Maize,21.70181447,62,48,20,60.47470519,6.708446922,95.71388473
Maize,20.51716779,86,37,16,59.21235483,5.561510732,67.61013737
Maize,23.30355338,94,50,19,73.62548442,5.873242491,97.59081274
Maize,24.2547451,76,39,24,55.64709899,6.995843776,64.23845455
Maize,24.86374934,77,52,17,65.7420046,5.714799723,75.82270467
Maize,22.6265115,74,39,23,65.77472881,6.78073637,88.17251033
Maize,18.04185513,81,49,20,60.61494304,5.513697923,104.2321615
Maize,23.26237612,63,42,21,72.33125523,5.798423908,67.10225139
Maize,22.88330922,99,38,21,71.59722446,6.352471866,67.72777298
Maize,25.97482359,90,52,25,69.36385721,6.822586546,103.2234212
Maize,26.14384005,68,40,19,66.20569924,6.655426355,107.2361366
Maize,18.66116213,60,57,24,61.55327249,6.121294041,75.03247667
Maize,25.10787449,71,52,18,55.97732754,5.790770203,78.16077693
Maize,23.33844615,61,59,17,59.24580604,6.47444292,105.0083144
Maize,25.08239719,88,38,15,65.92195844,6.455116637,62.49190812
Maize,25.36768364,65,60,22,72.52054555,6.606984086,107.9124111
Maize,25.34217103,78,37,22,63.31801994,6.330554389,74.52082026
Maize,25.00933355,78,58,15,67.816568,6.528631266,62.91359494
Maize,18.66746724,92,60,23,71.516474,5.721667141,69.93293255
Maize,20.37999665,79,59,17,63.73849998,6.644205485,108.5054416
Maize,18.09300227,91,55,15,72.61024172,6.376651091,78.96159541
Maize,26.16985907,76,51,18,71.96246617,6.247040422,79.84925393
Maize,18.65396672,87,48,25,61.37879671,6.656730008,93.62039175
Maize,26.07470121,71,60,22,59.37147589,6.2048017,85.75692395
Maize,18.92851916,90,57,24,72.80086137,6.158860284,82.34162918
Maize,23.30546753,67,35,22,63.24648023,6.385684214,108.7603001
Maize,18.74826712,60,54,19,62.49878458,6.417820493,70.23401597
Maize,19.74213321,83,58,23,59.66263104,6.381201909,65.50861389
Maize,25.73044432,83,57,19,70.74739256,6.877869005,98.73771338
ChickPea,17.02498456,40,72,77,16.98861173,7.485996067,88.55123143
ChickPea,19.02061277,23,72,84,17.13159126,6.920251378,79.92698081
ChickPea,17.88776475,39,58,85,15.40589717,5.996932037,68.54932919
ChickPea,18.86805647,22,72,85,15.65809214,6.391173589,88.51048983
ChickPea,18.36952567,36,67,77,19.56381041,7.152811172,79.26357665
ChickPea,20.45078582,32,73,81,15.40312102,5.988992796,92.68373702
ChickPea,20.6543203,58,70,84,16.60820843,6.231049028,74.6631118
ChickPea,17.3348681,59,70,84,18.74926979,7.550808267,82.61734721
ChickPea,18.17912258,42,62,75,18.90426935,7.010570541,81.84997529
ChickPea,18.01272266,28,74,81,18.30968112,8.753795334,81.98568791
ChickPea,20.99373558,58,66,79,19.33470387,8.718192847,93.55280105
ChickPea,19.46233971,43,66,79,15.22538951,7.976607593,74.58565097
ChickPea,19.81344531,58,63,81,14.69765308,6.515499549,78.96514709
ChickPea,18.97424756,23,62,85,19.5161216,8.490127142,80.7108745
ChickPea,18.19737048,27,62,77,14.71070537,6.576415562,70.18185181
ChickPea,18.72963144,28,72,84,19.18197264,6.481783043,71.58010169
ChickPea,20.99502153,50,56,76,19.8601304,7.966605025,73.50734019
ChickPea,20.28155898,39,71,84,16.39535215,8.140825437,82.52339655
ChickPea,17.48042641,25,78,76,15.7559405,7.228963452,66.96980581
ChickPea,20.88818675,31,70,77,14.32313811,6.492546046,90.46228334
ChickPea,17.08498521,26,80,83,16.14565756,7.528599957,71.31007253
ChickPea,20.09340593,25,68,77,15.11279612,7.701446446,85.74904898
ChickPea,17.57212145,31,78,76,14.99927489,8.519975748,89.31050665
ChickPea,19.12065218,60,68,83,18.43475844,6.620900869,85.52950164
ChickPea,18.57665902,59,62,83,19.22008229,8.104396058,72.94940441
ChickPea,17.16606398,22,67,78,14.42457525,6.204090835,72.32667516
ChickPea,18.2872007,36,65,80,16.67921616,6.051091339,74.87445574
ChickPea,19.03025305,59,60,84,18.66725565,7.690962338,94.70992037
ChickPea,17.1418614,54,77,85,17.0662427,7.829211144,83.74606679
ChickPea,17.47809436,43,68,81,17.93253975,6.761599706,78.92060234
ChickPea,20.56601874,28,76,82,14.25803981,6.654425315,83.75937135
ChickPea,17.22385224,42,79,85,15.82069268,6.129533877,76.57580954
ChickPea,19.69141713,32,60,83,19.44225438,8.829273328,91.76071648
ChickPea,17.84851658,22,78,76,19.09172907,8.621662982,76.32470713
ChickPea,18.8202251,31,79,75,16.1074793,8.204862075,89.73119396
ChickPea,17.47500984,28,58,81,16.54314829,6.18042747,93.35034262
ChickPea,18.72649425,57,58,77,17.58406365,7.978996755,81.20176515
ChickPea,18.65580107,49,55,78,16.17772668,7.863113671,81.70769297
ChickPea,18.2356751,46,76,77,19.68538502,6.967843048,83.74879344
ChickPea,18.81198127,54,61,77,15.21618225,6.206582193,77.5429424
ChickPea,18.65054116,38,60,76,17.80852431,8.868741443,77.92798682
ChickPea,20.36720401,59,55,79,16.89574311,8.766128654,82.2545577
ChickPea,18.38120357,36,76,75,16.63805158,8.736337905,70.52056697
ChickPea,17.17012591,57,68,81,17.30457712,8.081095263,72.78624223
ChickPea,19.37101121,35,66,81,15.77458129,6.138243973,85.24819851
ChickPea,17.92845928,35,64,78,14.27327988,7.496645259,85.37378769
ChickPea,19.45339934,52,60,79,18.23490739,8.380185271,75.6317566
ChickPea,19.12829388,27,76,83,14.92241479,6.289614016,89.61857826
ChickPea,19.1034283,57,60,84,17.26184541,6.586777189,75.49101167
ChickPea,17.48504075,52,68,78,16.96070581,6.89655198,86.05078037
ChickPea,19.40751744,43,79,79,18.98030507,7.806747656,80.25064637
ChickPea,20.18649426,44,74,85,19.63719995,7.150681303,78.26039559
ChickPea,17.30287885,24,55,78,15.15405941,6.64919573,75.57790384
ChickPea,17.50361137,29,77,75,15.48083156,7.778591618,72.9446671
ChickPea,18.17234999,20,60,78,14.70085967,6.358740355,90.7760707
ChickPea,17.57445618,56,67,78,16.71826572,8.255450758,77.81891424
ChickPea,20.93175255,37,66,85,18.91295403,6.456148474,78.06910795
ChickPea,19.71098332,49,71,76,17.63879418,6.613072145,85.57925437
ChickPea,19.07937684,59,69,80,17.86754927,8.165359297,69.40619137
ChickPea,18.54988627,20,79,77,16.02542689,7.64867466,76.32565249
ChickPea,18.19903647,24,56,85,17.41333199,6.545888558,80.6405403
ChickPea,18.88852533,51,72,75,14.99451145,7.104224797,80.1113384
ChickPea,18.49311205,57,73,85,14.72115044,7.358099622,91.94595352
ChickPea,19.48974337,22,64,82,17.17260319,6.4740245,87.51312796
ChickPea,17.25769499,52,73,79,18.74943955,7.840339389,94.00287214
ChickPea,19.62416326,29,75,75,18.71483156,7.064790365,88.4585692
ChickPea,20.67526473,44,59,78,19.85388984,7.599033472,84.78344008
ChickPea,20.02381489,41,69,82,16.63294455,6.715587232,68.97806542
ChickPea,20.1187446,52,56,85,14.44228303,6.81712422,88.68168643
ChickPea,20.65691793,34,76,80,15.84572566,7.985417393,65.23811143
ChickPea,19.2582557,42,74,83,14.2804191,7.545258424,65.78042032
ChickPea,17.927806,34,71,79,15.85622899,7.728998197,74.63872762
ChickPea,19.16288268,27,73,79,15.83500655,7.354973451,82.69766829
ChickPea,20.26942271,30,70,79,19.96978871,7.313122235,69.64449182
ChickPea,17.09104223,57,57,75,18.25142068,7.785039076,87.27444866
ChickPea,17.06579293,27,79,82,17.54024066,6.307004923,70.87150577
ChickPea,20.62767492,32,71,85,14.44008871,6.403982316,92.06630306
ChickPea,20.8248451,31,76,82,17.85057083,7.599279991,79.20509212
ChickPea,19.46210401,33,75,84,18.72831993,7.217018459,68.81405149
ChickPea,17.18248372,47,80,77,16.42891834,7.561108006,72.85017344
ChickPea,17.48911699,54,62,80,16.39055394,7.489545074,79.45758333
ChickPea,17.48395377,47,79,78,14.76014523,6.609696734,65.11365631
ChickPea,19.48316794,35,57,83,17.44534641,7.476800943,80.4986291
ChickPea,19.71359733,53,73,77,18.09665739,7.325451279,73.64476535
ChickPea,19.48649305,45,61,78,16.06240074,6.489389282,81.5284269
ChickPea,19.95264829,37,78,79,14.82633099,7.786366322,88.6810311
ChickPea,19.41789736,30,75,81,16.80472243,6.408437886,68.4951189
ChickPea,19.45591848,37,55,82,18.02235902,8.423873703,78.44910564
ChickPea,20.19137759,53,65,76,16.41998269,8.719960893,77.33795356
ChickPea,18.8392908,22,60,85,14.74071856,7.811997977,94.78189594
ChickPea,20.71219282,60,61,78,19.83643308,6.317153205,94.03659867
ChickPea,18.99424448,42,67,77,15.9362937,7.114405288,78.69707199
ChickPea,19.96837462,39,76,76,15.57324389,8.135900726,69.15759062
ChickPea,17.81564548,35,63,76,17.60756635,7.714153038,90.82097601
ChickPea,20.71424384,30,65,82,15.27824066,7.103798069,76.77888672
ChickPea,17.34150229,57,56,78,18.75626255,8.861479668,67.9545435
ChickPea,17.43732714,48,65,78,14.33847406,7.861128148,73.0926704
ChickPea,18.89780215,36,56,83,19.76182946,7.4526709,69.09512477
ChickPea,18.59190771,40,58,75,14.77959596,7.168096055,89.60982451
ChickPea,18.31561493,49,69,82,15.36143547,7.26311855,81.78710463
KidneyBeans,17.13692774,13,60,25,20.59541693,5.68597166,128.256862
KidneyBeans,19.63474332,25,70,16,18.90705639,5.759237003,106.3598183
KidneyBeans,22.91350245,31,55,22,21.33953114,5.873171894,109.225556
KidneyBeans,16.43340342,40,64,16,24.24045875,5.926676985,140.3717815
KidneyBeans,22.13974653,2,61,20,23.02251117,5.95561668,76.64128258
KidneyBeans,17.84806561,26,65,22,18.77621951,5.949949081,143.0984171
KidneyBeans,19.88394011,17,57,21,20.31564139,5.789214289,60.91974792
KidneyBeans,19.32509638,26,80,18,23.3334788,5.581021521,104.7783947
KidneyBeans,18.4167001,17,59,17,23.42829938,5.689858133,132.9801054
KidneyBeans,21.81167649,27,59,22,23.20591245,5.794158504,130.0608093
KidneyBeans,19.72702528,28,58,24,18.28173015,5.748190463,143.7630894
KidneyBeans,17.15432954,25,57,19,19.87070659,5.566522896,87.99669731
KidneyBeans,19.62207826,28,80,17,18.67170854,5.809419584,144.1567454
KidneyBeans,21.63149148,25,60,22,21.17919701,5.887263027,134.3649948
KidneyBeans,16.06522754,12,78,23,18.72479695,5.99812453,88.06638775
KidneyBeans,20.61162204,6,77,25,24.36314135,5.792744849,69.63833855
KidneyBeans,21.42451099,22,79,17,20.39659714,5.912289889,116.5206923
KidneyBeans,19.07096165,27,80,15,21.21092266,5.788386951,86.21917578
KidneyBeans,21.18853178,10,55,23,19.63438599,5.728233081,137.1948633
KidneyBeans,23.0429097,23,65,20,22.42610972,5.833940084,108.3684316
KidneyBeans,20.65375833,19,78,16,23.10538637,5.967533236,67.71768947
KidneyBeans,18.09551014,19,65,25,18.29318436,5.625096446,144.7902323
KidneyBeans,18.23775702,22,70,19,21.07643273,5.515615023,69.44951585
KidneyBeans,17.48189735,37,64,22,18.8251973,5.954665349,121.9401369
KidneyBeans,19.9191786,11,71,17,21.47324158,5.74644777,82.68554379
KidneyBeans,20.27514686,18,79,20,23.2353604,5.877347515,139.7521543
KidneyBeans,15.77370214,21,63,17,19.2303162,5.979973965,108.3441414
KidneyBeans,16.71170642,24,80,22,19.17651433,5.635993966,96.77285817
KidneyBeans,17.66148158,34,60,22,18.15302753,5.635231778,100.6711761
KidneyBeans,18.50692825,16,75,21,23.61670065,5.679224346,87.0513289
KidneyBeans,24.51324787,17,77,23,20.81527638,5.670062975,64.19497947
KidneyBeans,18.87614998,37,72,18,24.54038287,5.724242065,105.4120514
KidneyBeans,21.59343016,40,73,20,20.31871249,5.811314232,61.13872036
KidneyBeans,20.12373284,9,77,17,24.45202552,5.783425416,106.158201
KidneyBeans,15.43546065,1,62,23,18.37477907,5.607808432,139.0302034
KidneyBeans,22.64236876,33,59,22,21.59396123,5.946999529,122.3886015
KidneyBeans,21.98560799,23,59,19,24.87304788,5.852046999,129.5650601
KidneyBeans,20.53052663,6,62,22,18.09224048,5.824090984,120.4509288
KidneyBeans,15.78601387,25,63,20,21.14544088,5.502999119,95.17028129
KidneyBeans,19.6365349,7,79,23,19.68751084,5.821649914,96.65888933
KidneyBeans,20.57341244,8,72,17,19.7520218,5.711439256,87.87869161
KidneyBeans,20.16080524,27,64,15,24.84207559,5.514927264,138.2362122
KidneyBeans,21.53989176,28,66,23,24.25386207,5.99616119,120.6913038
KidneyBeans,15.53834801,32,57,18,23.75560241,5.695422863,107.3850593
KidneyBeans,19.91853092,27,56,22,20.70099804,5.833010958,108.6434544
KidneyBeans,20.76952209,17,77,24,18.93146941,5.568456899,109.0193712
KidneyBeans,23.46168338,0,65,15,23.22197648,5.645435626,95.84253438
KidneyBeans,24.32116642,13,72,21,21.0278674,5.821194486,60.27552528
KidneyBeans,20.12574053,34,60,23,24.96969858,5.659254981,100.0497183
KidneyBeans,21.80619564,9,80,19,18.57086554,5.945465949,125.0972687
KidneyBeans,19.52226241,11,72,20,24.92607153,5.951177452,113.334026
KidneyBeans,17.00067625,3,67,24,19.90790546,5.520880014,103.2926407
KidneyBeans,16.78791503,35,69,23,24.96881755,5.578410206,75.45328039
KidneyBeans,24.84906168,3,77,25,22.89464642,5.608165195,62.21292186
KidneyBeans,16.51783455,23,62,19,20.4555596,5.609435128,98.77794225
KidneyBeans,18.15300153,22,71,17,19.38602098,5.509295379,107.6907964
KidneyBeans,23.18864385,31,79,25,22.3104551,5.902033406,63.38208822
KidneyBeans,23.38002569,34,59,18,21.98879437,5.744117663,87.66898664
KidneyBeans,18.358923,12,63,17,19.37703396,5.717143397,138.414764
KidneyBeans,19.25975367,27,56,20,20.51346956,5.542690119,94.9533526
KidneyBeans,22.95458237,7,63,24,24.03553105,5.858617867,107.7315386
KidneyBeans,20.120043,24,67,22,22.89845607,5.618844277,104.6252153
KidneyBeans,21.14011423,11,71,24,22.7182355,5.606620346,141.6056722
KidneyBeans,24.92360104,37,74,15,18.22590825,5.582178402,62.7089169
KidneyBeans,15.33042636,25,76,24,24.91506728,5.56503533,135.3315583
KidneyBeans,18.81097271,34,66,17,21.27833035,5.889614577,125.084915
KidneyBeans,23.44260668,20,69,15,22.77255917,5.934136378,107.4137246
KidneyBeans,22.8352024,37,65,16,18.97267518,5.683548308,63.59276673
KidneyBeans,24.9035819,18,74,15,22.27512704,5.70836603,146.4727237
KidneyBeans,23.78709569,4,67,25,24.35679348,5.948164454,119.6404412
KidneyBeans,22.05592283,37,56,25,19.60379304,5.774755144,126.7265372
KidneyBeans,18.87492997,5,59,15,20.18238348,5.97229163,134.1811718
KidneyBeans,18.62328774,11,61,21,23.02410338,5.532100554,135.3378033
KidneyBeans,23.00884744,22,80,20,18.86880997,5.669560726,100.118612
KidneyBeans,19.33162606,12,61,19,24.13995025,5.655726817,68.51253427
KidneyBeans,16.24469193,5,74,21,21.35793891,5.591704014,66.97053257
KidneyBeans,17.91652287,27,69,22,24.90814655,5.932323085,69.14681022
KidneyBeans,15.46789263,31,75,18,21.43780702,5.824208309,88.88796102
KidneyBeans,17.06104474,36,68,20,23.77201471,5.86442953,81.83420522
KidneyBeans,21.32776028,5,65,16,18.48522915,5.866744372,109.1013261
KidneyBeans,23.90910104,32,79,15,20.74619325,5.706198621,81.60211243
KidneyBeans,23.89756791,11,78,22,22.74378977,5.940546818,112.6616435
KidneyBeans,22.98666928,0,55,22,20.57940608,5.916779289,143.8584938
KidneyBeans,21.35135729,14,59,15,22.91244883,5.779090476,146.4548645
KidneyBeans,24.1638445,29,68,23,19.27907819,5.82738029,116.7324324
KidneyBeans,24.62835037,32,68,19,18.18325169,5.514234138,149.7441028
KidneyBeans,21.02213209,17,64,17,24.93896255,5.662699104,124.6118471
KidneyBeans,17.30844532,13,69,19,20.01730914,5.86390397,115.199245
KidneyBeans,23.82576704,14,67,22,24.75485098,5.624690248,84.64143632
KidneyBeans,19.30607278,9,69,20,23.96362799,5.591560999,129.3449326
KidneyBeans,16.03768615,20,73,22,22.33195853,5.976312538,130.3900798
KidneyBeans,19.18572809,40,78,20,20.83398341,5.669236258,80.15293435
